date,weekday,selection,rank,market,relative_best_hall,predicted_mean,adjusted_edge,utility_edge,travel_minutes,travel_penalty,confidence,reason,risk_flags,shibuya_pick,shibuya_rank,toyoko_pick,toyoko_rank,mizonokuchi_pick,mizonokuchi_rank,fukutoshin_pick,fukutoshin_rank,ikegami_pick,ikegami_rank,kamata_pick,kamata_rank,keikyu_pick,keikyu_rank,ooimachi_pick,ooimachi_rank,yokohama_pick,yokohama_rank,tsurumi_pick,tsurumi_rank,kawasaki_pick,kawasaki_rank,center_minami_pick,center_minami_rank,kashimada_pick,kashimada_rank
2026-11-06,金,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.579,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-07,土,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4959,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-08,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.4344,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-09,月,見送り,C,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.506,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-10,火,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.6391,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-11,水,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,179.6,129.6,117.6,22,12.0,0.4012,月日ゾロ目,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET
2026-11-12,木,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.6338,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-13,金,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.6312,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-14,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.4563,土曜,[],見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-15,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.4219,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-16,月,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.5554,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-17,火,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4757,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-18,水,見送り,C,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.2589,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET
2026-11-19,木,見送り,C,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.4854,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-20,金,BIGディッパー戸越銀座店,B,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.4354,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,BIGディッパー戸越銀座店,B,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-21,土,マルハン池袋 SLOT BASE,B,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.3519,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン池袋 SLOT BASE,B,見送り,NO BET,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-22,日,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,180.9,130.9,102.9,38,28.0,0.3972,22日,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-23,月,見送り,C,副都心線北上,マルハン新宿東宝ビル店,158.5,108.5,80.5,38,28.0,0.3955,23日・やばたにえん,"[""祝日""]",見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-24,火,みとや大森町店,B,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.462,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-25,水,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.6004,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-26,木,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.5327,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-27,金,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4562,7のつく日,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-28,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.4305,土曜,[],見送り,C,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-29,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.398,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-11-30,月,見送り,C,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.339,30日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-01,火,BIGディッパー戸越銀座店,B,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.4159,1日・20日（絶対水準）,[],見送り,C,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,BIGディッパー戸越銀座店,B,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-02,水,見送り,C,鹿島田,アサヒ2鹿島田店,136.6,136.6,112.6,34,24.0,0.2682,毎月2日・現行運用パッケージ,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C
2026-12-03,木,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.5807,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-04,金,みとや大森町店,B,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.4431,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-05,土,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.3763,5日,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-06,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.3866,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-07,月,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4376,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-08,火,見送り,C,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.2382,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET
2026-12-09,水,見送り,C,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.4466,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-10,木,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.564,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-11,金,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.367,11日,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET
2026-12-12,土,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,179.6,129.6,117.6,22,12.0,0.3526,月日ゾロ目,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-13,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.3754,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-14,月,みとや大森町店,B,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.425,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-15,火,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.5524,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-16,水,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.4901,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-17,木,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4198,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-18,金,見送り,C,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.2285,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET
2026-12-19,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3944,土曜,[],見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,C,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-20,日,エスパス日拓渋谷駅前新館,B,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.3647,本館閉店後の日曜,[],エスパス日拓渋谷駅前新館,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,BIGディッパー戸越銀座店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-21,月,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,241.9,191.9,163.9,38,28.0,0.352,21日・店長就任日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-22,火,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,180.9,130.9,102.9,38,28.0,0.3505,22日,[],見送り,C,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-23,水,見送り,C,副都心線北上,マルハン新宿東宝ビル店,158.5,108.5,80.5,38,28.0,0.3491,23日・やばたにえん,[],見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-24,木,みとや大森町店,B,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.4077,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,C,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-25,金,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.5299,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-26,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3831,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-27,日,見送り,C,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.4026,7のつく日,"[""年末年始""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-28,月,見送り,C,副都心線北上,マルハン池袋 SLOT BASE,225.1,175.1,147.1,38,28.0,0.3016,28日,[],見送り,NO BET,見送り,C,見送り,NO BET,見送り,C,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-29,火,見送り,C,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.5211,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-30,水,見送り,C,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.2991,30日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2026-12-31,木,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,239.1,189.1,161.1,38,28.0,0.2626,31日・隠れ看板,"[""年末年始""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-01,金,見送り,C,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.2402,ゾロ目,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-02,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.372,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-03,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.344,本館閉店後の日曜,"[""年末年始""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-04,月,みとや大森町店,B,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3894,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-05,火,見送り,C,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.3307,5日,[],見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-06,水,マルハン新宿東宝ビル店,B,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.449,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,マルハン新宿東宝ビル店,B,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-07,木,YASUDA7（東池袋7号店）,B,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.3846,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,YASUDA7（東池袋7号店）,B,見送り,C,マルハンメガシティ2000蒲田7,B,みとや大森町店,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
