date,weekday,selection,rank,market,relative_best_hall,predicted_mean,adjusted_edge,utility_edge,travel_minutes,travel_penalty,confidence,reason,risk_flags,shibuya_pick,shibuya_rank,toyoko_pick,toyoko_rank,mizonokuchi_pick,mizonokuchi_rank,fukutoshin_pick,fukutoshin_rank,ikegami_pick,ikegami_rank,kamata_pick,kamata_rank,keikyu_pick,keikyu_rank,ooimachi_pick,ooimachi_rank,yokohama_pick,yokohama_rank,tsurumi_pick,tsurumi_rank,kawasaki_pick,kawasaki_rank,center_minami_pick,center_minami_rank,kashimada_pick,kashimada_rank
2027-01-08,金,見送り,C,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.2093,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET
2027-01-09,土,マルハンメガシティ2000蒲田7,B,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3613,土曜,[],見送り,NO BET,見送り,C,見送り,C,見送り,NO BET,見送り,C,マルハンメガシティ2000蒲田7,B,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-10,日,見送り,C,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.3341,本館閉店後の日曜,[],見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-11,月,見送り,C,蒲田,マルハンメガシティ2000 蒲田1,159.2,109.2,101.2,18,8.0,0.2508,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-12,火,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4916,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-13,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4895,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-14,木,見送り,C,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3735,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-15,金,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4855,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-16,土,見送り,C,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.351,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-17,日,見送り,C,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.3689,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-18,月,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.2008,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-19,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.3764,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-20,水,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.3377,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-21,木,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.2729,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-22,金,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.2718,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-23,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3409,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-24,日,見送り,C,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3583,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-25,月,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4657,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-26,火,見送り,C,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.4131,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-27,水,見送り,C,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.3538,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-28,木,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.2374,28日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-29,金,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.3611,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-30,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.2629,30日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-01-31,日,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,239.1,189.1,161.1,38,28.0,0.2308,31日・隠れ看板,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-01,月,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.3212,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-02,火,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.2102,ゾロ目,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-03,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4485,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-04,木,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3422,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-05,金,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.2906,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-06,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3216,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-07,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2973,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-08,月,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.184,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-09,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.3449,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-10,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4356,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-11,木,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.2834,11日,"[""祝日""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-12,金,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.432,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-13,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.3123,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-14,日,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3283,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-15,月,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4267,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-16,火,見送り,C,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.3785,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-17,水,見送り,C,副都心線北上,マルハン池袋 SLOT BASE,162.5,112.5,84.5,38,28.0,0.3583,7の日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-18,木,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1764,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-19,金,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.3308,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-20,土,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2967,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-21,日,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.2399,21日,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-22,月,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.2389,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-23,火,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,158.5,108.5,80.5,38,28.0,0.2696,23日・やばたにえん,"[""祝日""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-24,水,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3149,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-25,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.4092,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-26,金,見送り,C,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.3631,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,C,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-27,土,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.311,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-02-28,日,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.2086,28日,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-01,月,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2858,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-02,火,見送り,NO BET,鹿島田,アサヒ2鹿島田店,136.6,136.6,112.6,34,24.0,0.1843,毎月2日・現行運用パッケージ,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-03,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.1863,ゾロ目,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-04,木,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.3046,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-05,金,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.2586,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-06,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2861,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-07,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2646,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-08,月,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1637,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-09,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.3069,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-10,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.3877,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-03-11,木,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.2522,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
