date,weekday,selection,rank,market,relative_best_hall,predicted_mean,adjusted_edge,utility_edge,travel_minutes,travel_penalty,confidence,reason,risk_flags,shibuya_pick,shibuya_rank,toyoko_pick,toyoko_rank,mizonokuchi_pick,mizonokuchi_rank,fukutoshin_pick,fukutoshin_rank,ikegami_pick,ikegami_rank,kamata_pick,kamata_rank,keikyu_pick,keikyu_rank,ooimachi_pick,ooimachi_rank,yokohama_pick,yokohama_rank,tsurumi_pick,tsurumi_rank,kawasaki_pick,kawasaki_rank,center_minami_pick,center_minami_rank,kashimada_pick,kashimada_rank
2027-05-13,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2969,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-14,金,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2266,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-15,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2138,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-16,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1976,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-17,月,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2237,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-18,火,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1218,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-19,水,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2283,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-20,木,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2048,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-21,金,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.1655,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-22,土,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.1649,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-23,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.192,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-24,月,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2173,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-25,火,見送り,NO BET,鶴見,マルハン鶴見店,123.7,123.7,88.7,45,35.0,0.0403,周年5/25,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-26,水,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,213.7,163.7,135.7,38,28.0,0.1531,26日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-27,木,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2146,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-28,金,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.144,28日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-29,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2016,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-30,日,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.1595,30日,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-31,月,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,239.1,189.1,161.1,38,28.0,0.14,31日・隠れ看板,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-01,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.1948,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-02,水,見送り,NO BET,鹿島田,アサヒ2鹿島田店,136.6,136.6,112.6,34,24.0,0.1256,毎月2日・現行運用パッケージ,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-03,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.272,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-04,金,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2076,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-05,土,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.1763,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-06,日,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.1254,ゾロ目,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-07,月,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.205,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-08,火,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1116,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-09,水,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2092,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-10,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2642,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-11,金,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.1719,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-12,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.1902,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-13,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1759,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-14,月,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.1991,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-15,火,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2588,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-16,水,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.2296,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-17,木,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.1966,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-18,金,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.107,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-19,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.1848,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-20,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1708,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-21,月,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.1455,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-22,火,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.1449,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-23,水,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,158.5,108.5,80.5,38,28.0,0.1635,23日・やばたにえん,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-24,木,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.191,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-25,金,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2482,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-26,土,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,213.7,163.7,135.7,38,28.0,0.1346,26日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-27,日,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.1886,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-28,月,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.1265,28日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-29,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.1925,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-30,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.1401,30日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-01,木,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.1719,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-02,金,見送り,NO BET,鹿島田,アサヒ2鹿島田店,136.6,136.6,112.6,34,24.0,0.1109,毎月2日・現行運用パッケージ,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-03,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.1743,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-04,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1611,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-05,月,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.1555,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-06,火,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.2112,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-07,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,252.6,202.6,194.6,18,8.0,0.0286,周年7/7,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-08,木,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.0985,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-09,金,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.1846,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-10,土,見送り,NO BET,京急線,みとや大森町店,289.2,239.2,201.2,48,38.0,0.0508,周年7/10,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-11,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.1517,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-12,月,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2312,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-13,火,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2303,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-07-14,水,見送り,NO BET,川崎,ベルシティザシティ川崎店,114.7,114.7,86.7,38,28.0,0.02,周年7月14日（2026確定値待ち）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
